University,Program,Study Level,Country,Official Website
Macquarie University,Master of Criminology and Master of Security and Strategic Studies,Masters,Australia,http://www.mq.edu.au
CEU Universities,Degree in Audiovisual Communication,Bachelors,Spain,https://www.ceuuniversities.com/en/?utm_source=QS&utm_medium=CONTENIDO&utm_campaign=FICHA_CEU_UNIVERSITIES_QS_JUN2022
Kansas State University ,Professional Master of Business Administration (PMBA),Masters,,http://www.k-state.edu
The University of Sheffield,Geography (Research),PHD,United Kingdom,https://www.sheffield.ac.uk/
Universidad del Valle de Guatemala (UVG),Biological and Chemical Sciences,Bachelors,Guatemala,https://www.uvg.edu.gt/
Imperial College Business School,Weekend MBA,,['United Kingdom'],https://www.imperial.ac.uk/business-school/
KU Leuven,Master of History (Leuven),Masters,Belgium,http://www.kuleuven.be/english
Lancaster University,Politics (Placement Year) BA Hons,Bachelors,United Kingdom,http://www.lancs.ac.uk
University of Wolverhampton,BA (Hons) Social Sciences with International Foundation Year,Bachelors,,http://www.wlv.ac.uk/international
University of Exeter,MSc International Human Resource Management,Masters,United Kingdom,https://www.exeter.ac.uk/?utm_source=qs_website&utm_medium=profile&utm_campaign=qs_advancedprofile
UCL,Planetary Science MSc,Masters,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
The University of Queensland,Graduate Certificate in Economics,Masters,Australia,https://study.uq.edu.au/?utm_source=topuniversities.com&utm_medium=referral&utm_campaign=int-qstu
Khoja Akhmet Yassawi International Kazakh-Turkish University,6B02123-Art of Acting,Bachelors,,http://www.ayu.edu.kz
University of the Arts London,MA Film,Masters,United Kingdom,http://www.arts.ac.uk?utm_source=qs&utm_medium=profile&utm_campaign=referralsites
The University of Auckland,Engineering,Bachelors,New Zealand,http://www.auckland.ac.nz
McGill University,Master of Science in Computer Science (Thesis) (Bioinformatics),Masters,Canada,https://www.mcgill.ca/
University of the Arts London,MA Design for Social Innovation and Sustainable Futures,Masters,United Kingdom,http://www.arts.ac.uk?utm_source=qs&utm_medium=profile&utm_campaign=referralsites
University of Portsmouth,Virtual and Augmented Reality BSc (Hons),Bachelors,United Kingdom,https://www.port.ac.uk/
Rafik Hariri University,Human Resource Management,Bachelors,,http://www.rhu.edu.lb
University of Bath,Integrated Mechanical and Electrical Engineering BEng (Hons),Bachelors,United Kingdom,https://info.online.bath.ac.uk/brand/?utm_source=QS&utm_medium=Listing&utm_campaign=Listing_QS_Brand
Imperial College London,MSci Chemistry with Medicinal Chemistry,Bachelors,United Kingdom,http://www.imperial.ac.uk
